,year,site,nest,ring,mate_ring,chick1,chick2,chick3,field_sex_focal,mol_sex_focal,captured_focalyear_focal,field_sex_mate,mol_sex_mate,captured_focalyear_mate,comments_field,comments_stdfile,code,nest.id,year.cr,year.mr,first.res,last.res,first.cap.r,last.cap.r,fate,northing,easting,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,times.adult.not.seen,total.brood.res,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
875,2013,S,-19,CA3877,CA3879,CA3878,NA,NA,F,NA,yes,M,NA,yes,NA,NA,MX.GX|WX.LX,2013-S--19,2013,2013,NA,NA,19/11/2013,19/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,1,2,13/11/2013,13/11/2013,23/11/2013,NA,NA,13/11/2013,23/11/2013,13/11/2013,23/11/2013,19/11/2013,8,22,7.11,NA,NA,NA,NA,NA,NA,NA,NA,22,19/11/2013,6.311111111,19/11/2013,18/10/2013,12/11/2013,18/10/2013,NA,13/11/2013,19/11/2013
876,2013,S,-2,CA3668,CA3666,CA3801,NA,NA,F,NA,no,M,NA,no,NA,NA,OX.MX|RX.YX,2013-S--2,2012,2012,13/09/2013,30/10/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,18/09/2013,30/11/2013,03/10/2013,NA,NA,18/09/2013,30/11/2013,30/11/2013,NA,18/09/2013,7.5,21.2,6.57,NA,NA,NA,NA,NA,NA,NA,NA,21.2,18/09/2013,4.533333333,18/09/2013,19/08/2013,13/09/2013,19/08/2013,NA,13/09/2013,30/11/2013
877,2013,S,-3,CA2721,CA1136,CA2774,CA2775,NA,F,F,yes,M,F,no,"two females caring for chick, MO|BB and MW|BG. Both adults were captured on 2013, molecular sex of metal rings is F for both. Both females were seen together with chicks on most observations",sex needs to be checked (CCI 2015),MX.WX|BX.GX,2013-S--3,2010,2009,20/09/2013,04/11/2013,20/09/2013,20/09/2013,NA,NA,NA,NA,NA,NA,NA,NA,1,16,20/09/2013,04/12/2013,01/10/2013,NA,NA,20/09/2013,04/12/2013,07/11/2013,04/12/2013,20/09/2013,7.6,21,7,20/09/2013,6.5,18.9,6.2,NA,NA,NA,NA,21,20/09/2013,4.088888889,20/09/2013,21/08/2013,15/09/2013,21/08/2013,NA,20/09/2013,04/12/2013
878,2013,S,-7,CA2757,XX.XX|XX.XX,CA3827,CA4097,NA,F,NA,no,M,NA,no,NA,NA,MX.BX|LX.BX,2013-S--7,2012,2012,22/10/2013,22/10/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,19/10/2013,27/10/2013,NA,NA,NA,19/10/2013,27/10/2013,22/10/2013,26/10/2013,18/10/2013,6.8,19.7,5.26,22/10/2013,8.9,20.6,4.72,NA,NA,NA,NA,20.6,22/10/2013,3.2,22/10/2013,23/09/2013,18/10/2013,23/09/2013,NA,19/10/2013,27/10/2013
879,2013,S,-8,CA2645,CA3027,CA3828,NA,NA,F,F,no,M,M,no,one chick was not captured,NA,MX.RX|YX.RX,2013-S--8,2008,2008,11/10/2013,04/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,19/10/2013,02/11/2013,NA,NA,NA,19/10/2013,02/11/2013,19/10/2013,02/11/2013,19/10/2013,8.8,21.5,6.32,NA,NA,NA,NA,NA,NA,NA,NA,21.5,19/10/2013,5.2,19/10/2013,18/09/2013,13/10/2013,18/09/2013,NA,11/10/2013,04/11/2013
880,2013,S,-9,CA2725,CA4099,CA4098,NA,NA,F,F,no,M,NA,yes,NA,NA,MX.YX|BX.GX,2013-S--9,2010,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,21/10/2013,12/11/2013,23/11/2013,12/11/2013,23/11/2013,21/10/2013,26/11/2013,26/11/2013,NA,21/10/2013,8.9,21.9,4.56,NA,NA,NA,NA,NA,NA,NA,NA,21.9,21/10/2013,6.088888889,21/10/2013,19/09/2013,14/10/2013,19/09/2013,NA,21/10/2013,12/11/2013
881,2013,S,102,CA3665,CA3753,CA3830,NA,NA,F,NA,no,M,NA,no,NA,NA,OX.MX|WX.RX,2013-S-102,2012,2012,17/09/2013,22/10/2013,NA,NA,HATCH,75975,60737,1,2,NA,23/09/2013,18/10/2013,1,3,22/10/2013,19/11/2013,NA,NA,NA,22/10/2013,19/11/2013,22/10/2013,09/11/2013,22/10/2013,8.5,21.9,5.51,NA,NA,NA,NA,NA,NA,NA,NA,21.9,22/10/2013,6.088888889,22/10/2013,20/09/2013,15/10/2013,20/09/2013,NA,17/09/2013,19/11/2013
882,2013,S,103,CA3754,CA3174,CA3804,CA3805,NA,F,NA,yes,M,NA,yes,NA,NA,OX.MX|YX.OX,2013-S-103,2012,2012,12/11/2013,19/11/2013,24/09/2013,24/09/2013,HATCH,75602,61134,2,2,30/08/2013,23/09/2013,24/09/2013,0,3,24/09/2013,02/10/2013,02/10/2013,NA,NA,24/09/2013,02/10/2013,25/09/2013,02/10/2013,24/09/2013,7.2,20.1,6.62,24/09/2013,6.8,20.2,6.66,NA,NA,NA,NA,20.2,24/09/2013,2.311111111,24/09/2013,27/08/2013,21/09/2013,30/08/2013,-2.311111111,24/09/2013,19/11/2013
883,2013,S,105,CA3793,CA3760,CA3831,NA,NA,F,NA,no,M,NA,no,NA,NA,YX.MX|OX.BX,2013-S-105,2012,2012,22/09/2013,07/11/2013,NA,NA,HATCH,76040,60938,1,2,16/09/2013,24/09/2013,17/10/2013,3,15,22/10/2013,30/11/2013,NA,19/11/2013,23/11/2013,22/10/2013,30/11/2013,30/11/2013,NA,22/10/2013,8.7,21.6,6.11,NA,NA,NA,NA,NA,NA,NA,NA,21.6,22/10/2013,5.422222222,22/10/2013,21/09/2013,16/10/2013,16/09/2013,5.577777778,22/09/2013,30/11/2013
884,2013,S,106,CA2727,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.YX|OX.BX,2013-S-106,2010,2009,31/10/2013,26/11/2013,NA,NA,DISAPPEARED,75771,61135,0,3,23/09/2013,25/09/2013,01/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/09/2013,NA,31/10/2013,26/11/2013
885,2013,S,107,CA3450,CA3500,NA,NA,NA,F,F,no,M,M,no,NA,NA,MX.YX|RX.GX,2013-S-107,2010,2010,03/11/2013,07/11/2013,NA,NA,DISAPPEARED,75634,61297,0,3,01/10/2013,25/09/2013,17/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/10/2013,NA,03/11/2013,07/11/2013
886,2013,S,108,CA1644,NA,NA,NA,NA,F,F,yes,M,NA,no,NA,NA,BX.MX|YX.OX,2013-S-108,2009,2009,07/10/2013,19/11/2013,27/09/2013,27/09/2013,DISAPPEARED,75945,60613,0,3,21/09/2013,26/09/2013,03/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/09/2013,NA,27/09/2013,19/11/2013
887,2013,S,111,CA2762,CA3445,NA,NA,NA,F,NA,no,M,M,no,NA,NA,MX.BX|LX.WX,2013-S-111,2012,2012,20/09/2013,03/11/2013,NA,NA,Unknown,75398,61409,NA,3,26/09/2013,04/10/2013,22/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/09/2013,NA,20/09/2013,03/11/2013
888,2013,S,112,CA3607,NA,NA,NA,NA,F,F,yes,M,NA,no,NA,NA,OX.MX|BX.OX,2013-S-112,2010,2010,03/11/2013,07/11/2013,09/10/2013,09/10/2013,Unknown,757117,61180,NA,3,11/10/2013,07/10/2013,26/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/2013,NA,09/10/2013,07/11/2013
889,2013,S,113,CA1058,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.RX|BX.OX,2013-S-113,2007,2007,20/09/2013,19/11/2013,NA,NA,Unknown,75953,60770,NA,3,08/10/2013,08/10/2013,16/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/10/2013,NA,20/09/2013,19/11/2013
890,2013,S,116,CA3428,CA3826,CA4094,CA4092,CA4089,F,F,yes,M,NA,yes,NA,NA,MX.GX|WX.BX,2013-S-116,2013,2010,08/11/2013,11/11/2013,17/10/2013,17/10/2013,HATCH,75446,61702,3,3,09/10/2013,17/10/2013,30/10/2013,0,6,02/11/2013,20/11/2013,NA,NA,NA,02/11/2013,20/11/2013,20/11/2013,NA,29/10/2013,6.9,19.8,6.2,29/10/2013,7.5,19.9,6.51,31/10/2013,7.1,18.5,6.5,19.9,29/10/2013,1.644444444,29/10/2013,02/10/2013,27/10/2013,09/10/2013,-6.644444444,17/10/2013,20/11/2013
891,2013,S,117,CA2727,CA4088,CA4080,CA4079,CA3871,F,F,no,M,NA,yes,NA,NA,MX.YX|OX.BX,2013-S-117,2010,2009,31/10/2013,26/11/2013,NA,NA,HATCH,75403,61854,3,3,11/10/2013,19/10/2013,13/11/2013,0,2,14/11/2013,19/11/2013,NA,NA,NA,14/11/2013,19/11/2013,19/11/2013,NA,12/11/2013,7,19.2,6.42,12/11/2013,7.2,19.3,6.55,13/11/2013,7.2,18.2,6.52,19.3,12/11/2013,0.311111111,12/11/2013,17/10/2013,11/11/2013,11/10/2013,6.688888889,31/10/2013,26/11/2013
892,2013,S,12,CA3607,CA3010,NA,NA,NA,F,NA,no,M,M,yes,"male's code belongs to a female, but female was captured so male's CR is wrong","Sexes inverted in the field, only one CA3010 was captured, sexes corrected with molsex (only male CA3010 sex available) (CCI 2015), Code observed in field OX.MX|BX.OX, sexes inverted in the field, only one CA3010 was captured, sexes corrected with molsex (only male CA3010 sex available) (CCI 2015)",OX.MX|BX.OX,2013-S-12,2010,2010,03/11/2013,07/11/2013,09/10/2013,09/10/2013,DISAPPEARED,75751,61245,0,2,15/09/2013,17/09/2013,03/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2013,NA,09/10/2013,07/11/2013
893,2013,S,120,CA4087,CA4083,CA4086,CA4085,CA4084,F,NA,yes,M,NA,yes,NA,NA,WX.MX|OX.GX,2013-S-120,2013,2013,09/11/2013,26/11/2013,08/11/2013,08/11/2013,HATCH,75854,61718,3,3,NA,08/11/2013,08/11/2013,0,10,08/11/2013,09/12/2013,NA,NA,NA,08/11/2013,09/12/2013,09/12/2013,NA,08/11/2013,6.2,20,6.81,08/11/2013,6.5,19.2,6.52,08/11/2013,6.5,20.3,6.58,20.3,08/11/2013,2.533333333,08/11/2013,11/10/2013,05/11/2013,11/10/2013,NA,08/11/2013,09/12/2013
894,2013,S,121,CA2715,CA4077,CA4076,NA,NA,F,F,yes,M,NA,yes,NA,NA,WX.MX|BX.BX,2013-S-121,2010,2009,20/09/2013,13/11/2013,13/11/2013,13/11/2013,HATCH,77318,60209,1,1,NA,13/11/2013,14/11/2013,1,3,21/11/2013,30/11/2013,NA,NA,NA,21/11/2013,30/11/2013,21/11/2013,26/11/2013,14/11/2013,7.2,19.9,6.99,NA,NA,NA,NA,NA,NA,NA,NA,19.9,14/11/2013,1.644444444,14/11/2013,18/10/2013,12/11/2013,18/10/2013,NA,20/09/2013,30/11/2013
895,2013,S,13,CA3146,CA3036,NA,NA,NA,F,NA,no,M,M,no,NA,NA,WX.MX|BX.GX,2013-S-13,2010,2010,12/09/2013,19/11/2013,NA,NA,DISAPPEARED,76612,60429,0,3,12/09/2013,17/09/2013,09/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/09/2013,NA,12/09/2013,19/11/2013
896,2013,S,14,CA3807,XX.XX|XX.XX,NA,NA,NA,F,NA,yes,M,NA,no,NA,NA,MX.BX|RX.OX,2013-S-14,2013,2013,15/10/2013,12/11/2013,27/09/2013,24/10/2013,DISAPPEARED,76402,60542,0,2,10/09/2013,18/09/2013,05/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2013,NA,27/09/2013,12/11/2013
897,2013,S,15,CA2738,CA3423,CA3819,NA,NA,F,NA,no,M,M,no,NA,NA,MX.BX|WX.YX,2013-S-15,2009,2009,19/09/2013,09/11/2013,NA,NA,HATCH,75659,62088,1,3,13/09/2013,18/09/2013,10/10/2013,0,1,11/10/2013,11/10/2013,NA,NA,NA,11/10/2013,11/10/2013,11/10/2013,NA,11/10/2013,7.7,20,6.25,NA,NA,NA,NA,NA,NA,NA,NA,20,11/10/2013,1.866666667,11/10/2013,14/09/2013,09/10/2013,13/09/2013,1.133333333,19/09/2013,09/11/2013
898,2013,S,16,CA1092,CA1624,CA3821,CA3823,NA,F,F,no,M,M,no,NA,NA,MX.OX|LX.WX,2013-S-16,2008,2008,17/09/2013,19/11/2013,NA,NA,HATCH,75918,60959,2,2,11/09/2013,19/09/2013,15/10/2013,0,3,16/10/2013,02/11/2013,NA,NA,NA,16/10/2013,02/11/2013,02/11/2013,NA,15/10/2013,6.5,17.7,5.63,16/10/2013,7.1,19.6,6.95,NA,NA,NA,NA,19.6,16/10/2013,0.977777778,16/10/2013,20/09/2013,15/10/2013,11/09/2013,9.022222222,17/09/2013,19/11/2013
899,2013,S,18,CA3793,NA,NA,NA,NA,F,NA,no,M,NA,no,NA,NA,YX.MX|OX.BX,2013-S-18,2012,2012,22/09/2013,07/11/2013,NA,NA,DISAPPEARED,75982,60956,0,1,NA,23/09/2013,30/09/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/09/2013,07/11/2013
900,2013,S,2,CA3450,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.YX|RX.GX,2013-S-2,2010,2010,03/11/2013,07/11/2013,NA,NA,DISAPPEARED,75609,61394,0,3,06/09/2013,14/09/2013,18/09/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/09/2013,NA,03/11/2013,07/11/2013
901,2013,S,204,CA3458,CA3058,CA3856,NA,NA,F,F,no,M,M,no,NA,NA,MX.YX|RX.YX,2013-S-204,2010,2010,01/10/2013,13/11/2013,NA,NA,HATCH,77130,60262,1,2,11/10/2013,08/10/2013,31/10/2013,2,13,31/10/2013,10/12/2013,NA,NA,NA,31/10/2013,10/12/2013,10/12/2013,NA,31/10/2013,7.4,20.2,7.67,NA,NA,NA,NA,NA,NA,NA,NA,20.2,31/10/2013,2.311111111,31/10/2013,03/10/2013,28/10/2013,11/10/2013,-7.311111111,01/10/2013,10/12/2013
902,2013,S,205,CA1044,CA1096,NA,NA,NA,F,F,no,M,M,no,NA,NA,BX.MX|OX.GX,2013-S-205,2007,2007,17/09/2013,26/11/2013,NA,NA,Unknown,77372,60191,0,3,30/09/2013,08/10/2013,05/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/09/2013,NA,17/09/2013,26/11/2013
903,2013,S,206,CA3697,CA3077,CA3863,CA3864,NA,F,NA,no,M,M,yes,NA,NA,OX.MX|LX.OX,2013-S-206,2012,2012,20/09/2013,17/10/2013,NA,NA,HATCH,77540,60160,2,3,12/10/2013,08/10/2013,09/11/2013,2,5,07/11/2013,12/11/2013,17/11/2013,12/11/2013,17/11/2013,07/11/2013,26/11/2013,12/11/2013,17/11/2013,07/11/2013,6.6,18.8,5.73,07/11/2013,6.1,17.7,5.75,NA,NA,NA,NA,18.8,07/11/2013,-0.8,07/11/2013,13/10/2013,07/11/2013,12/10/2013,1,20/09/2013,12/11/2013
904,2013,S,21,CA3621,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,OX.MX|GX.LX,2013-S-21,2010,2010,27/09/2013,19/11/2013,NA,NA,DISAPPEARED,76388,60554,0,1,NA,27/09/2013,30/09/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/09/2013,19/11/2013
905,2013,S,22,CA3095,CA3809,CA3829,NA,NA,F,NA,yes,M,NA,yes,NA,NA,MX.LX|BX.YX,2013-S-22,2013,2010,20/10/2013,31/10/2013,02/10/2013,02/10/2013,HATCH,75956,60510,1,2,22/09/2013,27/09/2013,21/10/2013,0,6,21/10/2013,09/11/2013,NA,NA,NA,21/10/2013,09/11/2013,24/10/2013,28/10/2013,21/10/2013,6.6,19.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,19.8,21/10/2013,1.422222222,21/10/2013,24/09/2013,19/10/2013,22/09/2013,2.577777778,02/10/2013,09/11/2013
906,2013,S,23,CA3697,NA,NA,NA,NA,F,NA,no,M,NA,no,NA,NA,OX.MX|LX.OX,2013-S-23,2012,2012,20/09/2013,17/10/2013,NA,NA,DISAPPEARED,77669,60076,0,3,NA,29/09/2013,01/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/09/2013,17/10/2013
907,2013,S,24,CA3659,CA3183,NA,NA,NA,F,F,yes,M,NA,no,NA,NA,MX.GX|YX.BX,2013-S-24,2013,2010,NA,NA,01/10/2013,01/10/2013,DISAPPEARED,75947,61064,0,3,23/09/2013,01/10/2013,13/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/09/2013,NA,01/10/2013,01/10/2013
908,2013,S,25,CA3435,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.YX|OX.LX,2013-S-25,2010,2010,30/09/2013,26/11/2013,NA,NA,DISAPPEARED,77087,60218,0,3,NA,02/10/2013,07/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/09/2013,26/11/2013
909,2013,S,27,CA3787,CA3789,CA3857,NA,NA,F,NA,no,M,NA,no,NA,NA,YX.MX|GX.RX,2013-S-27,2012,2012,03/10/2013,11/10/2013,NA,NA,HATCH,76172,60779,1,2,28/09/2013,06/10/2013,02/11/2013,0,4,02/11/2013,07/11/2013,NA,NA,NA,02/11/2013,07/11/2013,06/11/2013,06/11/2013,02/11/2013,7.1,19.9,6.71,NA,NA,NA,NA,NA,NA,NA,NA,19.9,02/11/2013,1.644444444,02/11/2013,06/10/2013,31/10/2013,28/09/2013,8.355555556,03/10/2013,07/11/2013
910,2013,S,28,CA3814,CA2782,CA3841,CA3842,NA,F,NA,yes,M,NA,yes,NA,NA,MX.LX|BX.WX,2013-S-28,2013,2013,03/11/2013,26/11/2013,07/10/2013,07/10/2013,HATCH,75806,60936,2,3,02/10/2013,07/10/2013,27/10/2013,0,5,27/10/2013,30/11/2013,NA,NA,NA,27/10/2013,30/11/2013,30/11/2013,NA,27/10/2013,7.3,19.9,6.79,27/10/2013,6.7,18.8,6.9,NA,NA,NA,NA,19.9,27/10/2013,1.644444444,27/10/2013,30/09/2013,25/10/2013,02/10/2013,-1.644444444,07/10/2013,30/11/2013
911,2013,S,29,CA3427,NA,NA,NA,NA,F,F,no,M,NA,no,NA,NA,MX.YX|LX.OX,2013-S-29,2010,2010,23/09/2013,21/10/2013,NA,NA,Eggs crushed,75466,61404,0,2,NA,12/10/2013,14/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/09/2013,21/10/2013
912,2013,S,3,CA2629,CA1119,CA3812,CA3813,NA,F,F,yes,M,NA,no,NA,NA,MX.RX|WX.WX,2013-S-3,2008,2008,25/09/2013,25/09/2013,02/10/2013,02/10/2013,HATCH,76109,60524,2,3,09/09/2013,14/09/2013,05/10/2013,0,14,05/10/2013,26/11/2013,NA,NA,NA,05/10/2013,26/11/2013,26/11/2013,NA,05/10/2013,6.3,18.5,5.54,05/10/2013,6.4,19,6.67,NA,NA,NA,NA,19,05/10/2013,-0.355555556,05/10/2013,10/09/2013,05/10/2013,09/09/2013,1,25/09/2013,26/11/2013
913,2013,S,30,CA3822,XX.XX|XX.XX,NA,NA,NA,F,NA,yes,M,NA,no,NA,NA,MX.GX|BX.RX,2013-S-30,2013,2013,24/10/2013,24/10/2013,15/10/2013,15/10/2013,DISAPPEARED,75965,61131,0,3,04/10/2013,12/10/2013,29/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/10/2013,NA,15/10/2013,24/10/2013
914,2013,S,31,CA2712,CA3861,NA,NA,NA,F,F,no,M,NA,yes,NA,NA,OX.MX|BX.RX,2013-S-31,2010,2009,20/09/2013,20/09/2013,NA,NA,Eggs liquid,77664,60134,0,2,04/10/2013,12/10/2013,05/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/10/2013,NA,20/09/2013,20/09/2013
915,2013,S,34,CA3621,CA1639,NA,NA,NA,F,F,no,M,M,no,NA,NA,OX.MX|GX.LX,2013-S-34,2010,2010,27/09/2013,19/11/2013,NA,NA,DISAPPEARED,76414,60535,0,2,12/10/2013,17/10/2013,06/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/10/2013,NA,27/09/2013,19/11/2013
916,2013,S,35,CA3807,CA3838,NA,NA,NA,F,NA,yes,M,NA,yes,NA,NA,MX.BX|RX.OX,2013-S-35,2013,2013,15/10/2013,12/11/2013,27/09/2013,24/10/2013,DISAPPEARED,76370,60584,0,3,15/10/2013,17/10/2013,29/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/10/2013,NA,27/09/2013,12/11/2013
917,2013,S,36,CA2756,CA1052,NA,NA,NA,F,NA,no,M,M,no,NA,NA,MX.BX|GX.WX,2013-S-36,2011,2011,14/09/2013,20/09/2013,02/10/2013,02/10/2013,DISAPPEARED,76816,60420,0,1,NA,20/10/2013,21/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2013,02/10/2013
918,2013,S,37,CA3003,CA1663,CA3865,CA3867,NA,F,F,no,M,M,no,NA,NA,MX.WX|BX.BX,2013-S-37,2010,2009,10/10/2013,15/10/2013,NA,NA,HATCH,76275,60567,2,2,10/10/2013,21/10/2013,10/11/2013,1,9,10/11/2013,04/12/2013,NA,NA,NA,10/11/2013,04/12/2013,04/12/2013,NA,09/11/2013,6.7,20,7.01,10/11/2013,6.3,19.2,6.73,NA,NA,NA,NA,20,09/11/2013,1.866666667,09/11/2013,13/10/2013,07/11/2013,10/10/2013,3.133333333,10/10/2013,04/12/2013
919,2013,S,39,CA2756,CA1052,NA,NA,NA,F,NA,no,M,M,no,NA,NA,MX.BX|GX.WX,2013-S-39,2011,2011,14/09/2013,20/09/2013,02/10/2013,02/10/2013,DISAPPEARED,76818,60416,0,1,NA,23/10/2013,29/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2013,02/10/2013
920,2013,S,4,CA3668,CA3666,NA,NA,NA,F,NA,no,M,NA,no,NA,NA,OX.MX|RX.YX,2013-S-4,2012,2012,13/09/2013,30/10/2013,NA,NA,"Unknown/probably hatched, check brood S-2",76259,60606,NA,2,03/09/2013,14/09/2013,18/09/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/09/2013,NA,13/09/2013,30/10/2013
921,2013,S,40,CA3849,CA4078,NA,NA,NA,F,NA,yes,M,NA,yes,NA,NA,MX.GX|GX.OX,2013-S-40,2013,2013,08/11/2013,08/11/2013,29/10/2013,29/10/2013,DISAPPEARED,75503,61604,0,2,16/10/2013,24/10/2013,16/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2013,NA,29/10/2013,08/11/2013
922,2013,S,41,CA3850,CA3619,NA,NA,NA,F,NA,yes,M,NA,yes,NA,NA,MX.GX|OX.GX,2013-S-41,2013,2013,11/11/2013,11/11/2013,29/10/2013,29/10/2013,DISAPPEARED,78366,60267,0,3,18/10/2013,26/10/2013,02/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/10/2013,NA,29/10/2013,11/11/2013
923,2013,S,42,CA3623,CA3866,CA4072,NA,NA,F,F,yes,M,NA,yes,NA,NA,MX.LX|RX.BX,2013-S-42,2013,2010,NA,NA,17/11/2013,17/11/2013,HATCH,75953,61128,1,2,29/10/2013,09/11/2013,17/11/2013,0,2,26/11/2013,30/11/2013,NA,NA,NA,26/11/2013,30/11/2013,NA,26/11/2013,17/11/2013,6.7,19.9,6.29,NA,NA,NA,NA,NA,NA,NA,NA,19.9,17/11/2013,1.644444444,17/11/2013,21/10/2013,15/11/2013,29/10/2013,-7.644444444,17/11/2013,30/11/2013
